year,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted
1982-01-01,30,Spain,3.32,48.38,October 1982,Spanish Socialist Workers’ Party,160.6216
1982-01-01,40,Spain,3.157,6.809,October 1982,Union of the Democratic Centre/Centrist Bloc,21.496013
1982-01-01,40,Spain,2.5860000000000003,6.0,October 1982,Popular Democratic Party,15.516000000000002
1982-01-01,50,Spain,1.5030000000000001,2.887,October 1982,Centre Democrats,4.339161000000001
1982-01-01,60,Spain,1.541,20.5,October 1982,Popular Alliance,31.5905
1982-01-01,90,Spain,0.914,3.6910000000000003,October 1982,Convergence and Union,3.3735740000000005
1982-01-01,90,Spain,2.872,0.48,October 1982,Basque Left,1.3785599999999998
1982-01-01,90,Spain,3.33,1.89,October 1982,Basque Nationalist Party,6.293699999999999
1982-01-01,90,Spain,1.0959999999999999,0.66,October 1982,Catalan Republican Left,0.7233599999999999
1986-01-01,20,Spain,2.59,3.827,June 1986,United Left,9.91193
1986-01-01,30,Spain,4.604,44.343999999999994,June 1986,Spanish Socialist Workers’ Party,204.15977599999997
1986-01-01,40,Spain,0.922,5.23,June 1986,Popular Democratic Party,4.8220600000000005
1986-01-01,40,Spain,0.922,2.74,June 1986,Liberal Party,2.5262800000000003
1986-01-01,50,Spain,3.032,9.16,June 1986,Centre Democrats,27.773120000000002
1986-01-01,60,Spain,2.093,18.17,June 1986,Popular Alliance,38.029810000000005
1986-01-01,90,Spain,1.0859999999999999,5.052,June 1986,Convergence and Union,5.486471999999999
1986-01-01,90,Spain,2.872,0.5329999999999999,June 1986,Basque Left,1.5307759999999997
1986-01-01,90,Spain,1.391,1.5419999999999998,June 1986,Basque Nationalist Party,2.1449219999999998
1986-01-01,90,Spain,1.557,0.36,June 1986,Aragonese Regionalist Party,0.5605199999999999
1986-01-01,90,Spain,2.193,0.617,June 1986,Catalan Republican Left,1.353081
1989-01-01,20,Spain,4.159,9.133,October 1989,United Left,37.98414699999999
1989-01-01,30,Spain,3.313,39.876999999999995,October 1989,Spanish Socialist Workers’ Party,132.11250099999998
1989-01-01,50,Spain,1.922,7.949,October 1989,Centre Democrats,15.277978
1989-01-01,60,Spain,0.603,25.974,October 1989,People's Party,15.662322
1989-01-01,90,Spain,1.112,5.072,October 1989,Convergence and Union,5.640064000000001
1989-01-01,90,Spain,2.872,0.52,October 1989,Basque Left,1.49344
1989-01-01,90,Spain,1.554,1.251,October 1989,Basque Nationalist Party,1.944054
1989-01-01,90,Spain,4.29,0.6729999999999999,October 1989,Basque Solidarity,2.88717
1989-01-01,90,Spain,1.557,0.35200000000000004,October 1989,Aragonese Regionalist Party,0.548064
1989-01-01,90,Spain,2.314,0.41600000000000004,October 1989,Catalan Republican Left,0.9626240000000001
1989-01-01,90,Spain,1.758,1.05,October 1989,Andalusian Party,1.8459
1993-01-01,20,Spain,4.06,9.63,June 1993,United Left,39.0978
1993-01-01,30,Spain,2.164,39.1,June 1993,Spanish Socialist Workers’ Party,84.61240000000001
1993-01-01,50,Spain,1.493,1.7719999999999998,June 1993,Centre Democrats,2.645596
1993-01-01,60,Spain,0.9129999999999999,35.04,June 1993,People's Party,31.991519999999998
1993-01-01,90,Spain,2.302,4.981,June 1993,Convergence and Union,11.466262
1993-01-01,90,Spain,1.508,1.245,June 1993,Basque Nationalist Party,1.8774600000000001
1993-01-01,90,Spain,2.824,0.552,June 1993,Basque Solidarity,1.558848
1993-01-01,90,Spain,1.557,0.62,June 1993,Aragonese Party,0.96534
1993-01-01,90,Spain,3.1210000000000004,0.81,June 1993,Catalan Republican Left,2.5280100000000005
1993-01-01,90,Spain,1.758,0.41200000000000003,June 1993,Andalusian Party,0.724296
1993-01-01,90,Spain,7.44,0.88,June 1993,Canarian Coalition,6.5472
1996-01-01,20,Spain,2.596,10.54,March 1996,United Left,27.361839999999997
1996-01-01,30,Spain,4.421,37.633,March 1996,Spanish Socialist Workers’ Party,166.37549300000003
1996-01-01,60,Spain,2.615,38.792,March 1996,People's Party,101.44108000000001
1996-01-01,90,Spain,1.469,4.598,March 1996,Convergence and Union,6.754462
1996-01-01,90,Spain,0.48700000000000004,1.273,March 1996,Basque Nationalist Party,0.619951
1996-01-01,90,Spain,5.9,0.46299999999999997,March 1996,Basque Solidarity,2.7317
1996-01-01,90,Spain,3.36,0.669,March 1996,Catalan Republican Left,2.24784
1996-01-01,90,Spain,7.5360000000000005,0.88,March 1996,Canarian Coalition,6.63168
1996-01-01,90,Spain,0.983,0.88,March 1996,Galician Nationalist Bloc,0.86504
2000-01-01,20,Spain,4.805,5.449,March 2000,United Left,26.182444999999998
2000-01-01,30,Spain,5.07,34.16,March 2000,Spanish Socialist Workers’ Party,173.19119999999998
2000-01-01,60,Spain,2.572,44.523999999999994,March 2000,People's Party,114.51572799999998
2000-01-01,90,Spain,2.184,4.186,March 2000,Convergence and Union,9.142224
2000-01-01,90,Spain,0.807,1.527,March 2000,Basque Nationalist Party,1.232289
2000-01-01,90,Spain,5.9,0.435,March 2000,Basque Solidarity,2.5665
2000-01-01,90,Spain,1.557,0.33,March 2000,Aragonese Party,0.51381
2000-01-01,90,Spain,3.36,0.84,March 2000,Catalan Republican Left,2.8223999999999996
2000-01-01,90,Spain,2.01,0.89,March 2000,Andalusian Party,1.7889
2000-01-01,90,Spain,2.733,1.071,March 2000,Canarian Coalition,2.927043
2000-01-01,90,Spain,0.889,1.321,March 2000,Galician Nationalist Bloc,1.174369
2004-01-01,20,Spain,5.611000000000001,4.96,March 2004,United Left,27.830560000000002
2004-01-01,30,Spain,5.234,42.586000000000006,March 2004,Spanish Socialist Workers’ Party,222.89512400000004
2004-01-01,60,Spain,2.85,37.708,March 2004,People's Party,107.4678
2004-01-01,90,Spain,5.347,3.227,March 2004,Convergence and Union,17.254769
2004-01-01,90,Spain,2.7680000000000002,1.626,March 2004,Basque Nationalist Party,4.500768
2004-01-01,90,Spain,7.502000000000001,0.312,March 2004,Basque Solidarity,2.340624
2004-01-01,90,Spain,3.593,2.519,March 2004,Catalan Republican Left,9.050767
2004-01-01,90,Spain,2.8539999999999996,0.7000000000000001,March 2004,Andalusian Party,1.9978
2004-01-01,90,Spain,3.556,0.9079999999999999,March 2004,Canarian Coalition,3.2288479999999997
2004-01-01,90,Spain,2.843,0.8059999999999999,March 2004,Galician Nationalist Bloc,2.291458
2004-01-01,90,Spain,2.557,0.364,March 2004,Aragonist Council,0.9307479999999999
2004-01-01,90,Spain,0.0,0.5700000000000001,March 2004,Navarrese People's Union,0.0
2008-01-01,20,Spain,2.11,3.842,March 2008,United Left,8.10662
2008-01-01,30,Spain,4.348,44.138999999999996,March 2008,Spanish Socialist Workers’ Party,191.91637199999997
2008-01-01,60,Spain,2.311,40.571,March 2008,People's Party,93.759581
2008-01-01,90,Spain,4.954,3.089,March 2008,Convergence and Union,15.302905999999998
2008-01-01,90,Spain,3.03,1.21,March 2008,Basque Nationalist Party,3.6662999999999997
2008-01-01,90,Spain,4.7989999999999995,0.196,March 2008,Basque Solidarity,0.9406039999999999
2008-01-01,90,Spain,7.638999999999999,1.183,March 2008,Catalan Republican Left,9.036937
2008-01-01,90,Spain,2.895,0.655,March 2008,Canarian Coalition,1.896225
2008-01-01,90,Spain,3.9219999999999997,0.8340000000000001,March 2008,Galician Nationalist Bloc,3.270948
2008-01-01,90,Spain,3.872,0.14800000000000002,March 2008,Aragonist Council,0.573056
2008-01-01,90,Spain,0.0,0.5700000000000001,March 2008,Navarrese People's Union,0.0
2011-01-01,90,Spain,4.471,0.177,November 2011,Future Yes,0.7913669999999999
2011-01-01,95,Spain,8.621,1.39,November 2011,Amaiur,11.98319
2011-01-01,95,Spain,6.334000000000001,0.523,November 2011,Commitment-Q,3.312682000000001
2011-01-01,20,Spain,9.398,7.021,November 2011,United Left,65.983358
2011-01-01,30,Spain,8.675,29.13,November 2011,Spanish Socialist Workers’ Party,252.70275
2011-01-01,40,Spain,4.2860000000000005,4.76,November 2011,"Union, Progress and Democracy",20.40136
2011-01-01,60,Spain,2.821,45.24,November 2011,People's Party,127.62204000000001
2011-01-01,90,Spain,5.49,4.24,November 2011,Convergence and Union,23.277600000000003
2011-01-01,90,Spain,3.8489999999999998,0.414,November 2011,Forum Asturias,1.5934859999999997
2011-01-01,90,Spain,2.326,1.35,November 2011,Basque Nationalist Party,3.1401000000000003
2011-01-01,90,Spain,11.835,1.071,November 2011,Catalan Republican Left,12.675285
2011-01-01,90,Spain,5.202000000000001,0.6,November 2011,Canarian Coalition,3.1212000000000004
2011-01-01,90,Spain,6.034,0.7659999999999999,November 2011,Galician Nationalist Bloc,4.622043999999999
2015-01-01,20,Spain,9.454,3.676,December 2015,Popular Unity,34.752904
2015-01-01,90,Spain,6.1400000000000015,0.8690000000000001,December 2015,Basque Country Unite,5.335660000000002
2015-01-01,90,Spain,6.202999999999999,3.688,December 2015,In Common We Can,22.876663999999998
2015-01-01,90,Spain,10.169,1.629,December 2015,In Tide,16.565301
2015-01-01,90,Spain,9.236,2.6719999999999997,December 2015,Commitment-We can-It is time,24.678592
2015-01-01,90,Spain,3.2239999999999998,2.25,December 2015,Democracy and Freedom,7.254
2015-01-01,20,Spain,6.636,12.6,December 2015,We can,83.6136
2015-01-01,30,Spain,7.231,21.995,December 2015,Spanish Socialist Workers’ Party,159.045845
2015-01-01,40,Spain,3.88,13.94,December 2015,Citizens - Party of the Citizens,54.087199999999996
2015-01-01,60,Spain,5.048,28.705,December 2015,People's Party,144.90284
2015-01-01,90,Spain,2.032,1.199,December 2015,Basque Nationalist Party,2.4363680000000003
2015-01-01,90,Spain,3.827,2.387,December 2015,Catalan Republican Left,9.135049
2015-01-01,90,Spain,10.742,0.325,December 2015,Canarian Coalition and Canarian Nationalist Party,3.49115
2016-01-01,90,Spain,7.558,13.415999999999999,June 2016,United We Can,101.39812799999999
2016-01-01,90,Spain,4.31,0.768,June 2016,Basque Country Unite,3.3100799999999997
2016-01-01,90,Spain,6.202999999999999,3.5469999999999997,June 2016,In Common We Can,22.002040999999995
2016-01-01,90,Spain,10.0,1.445,June 2016,In Tide,14.450000000000001
2016-01-01,90,Spain,9.119,2.7430000000000003,June 2016,Valencian style,25.013417000000004
2016-01-01,20,Spain,6.636,,June 2016,We can,
2016-01-01,30,Spain,7.999000000000001,22.631999999999998,June 2016,Spanish Socialist Workers’ Party,181.03336800000002
2016-01-01,40,Spain,5.662999999999999,13.061,June 2016,Citizens - Party of the Citizens,73.96444299999999
2016-01-01,60,Spain,5.048,33.015,June 2016,People's Party,166.65972
2016-01-01,90,Spain,2.032,1.193,June 2016,Basque Nationalist Party,2.424176
2016-01-01,90,Spain,4.692,2.628,June 2016,Catalan Republican Left,12.330576
2016-01-01,90,Spain,9.97,0.325,June 2016,Canarian Coalition and Canarian Nationalist Party,3.2402500000000005
2016-01-01,90,Spain,3.327,2.01,June 2016,Democratic Convergence of Catalonia,6.687269999999999
2019-01-01,90,Spain,20.0,1.0,April 2019,Basque Country Unite,20.0
2019-01-01,20,Spain,8.529,9.445,April 2019,We can,80.556405
2019-01-01,20,Spain,11.056,1.349,April 2019,United Left,14.914544
2019-01-01,30,Spain,11.662,28.899,April 2019,Spanish Socialist Workers’ Party,337.02013800000003
2019-01-01,40,Spain,6.476,15.98,April 2019,Citizens - Party of the Citizens,103.48648
2019-01-01,60,Spain,7.002999999999999,16.828,April 2019,People's Party,117.84648399999999
2019-01-01,70,Spain,3.557,10.342,April 2019,Voice,36.786494000000005
2019-01-01,90,Spain,9.104,1.524,April 2019,Basque Nationalist Party,13.874495999999999
2019-01-01,90,Spain,7.076000000000001,3.9219999999999997,April 2019,Catalan Republican Left,27.752072000000002
2019-01-01,90,Spain,8.087,0.53,April 2019,Canarian Coalition–New Canaries,4.28611
2019-01-01,90,Spain,3.892,1.922,April 2019,Together for Catalonia,7.480423999999999
2019-01-01,90,Spain,0.0,0.20199999999999999,April 2019,Regionalist Party of Cantabria,0.0
2019-01-01,90,Spain,9.404,0.667,April 2019,More Commitment,6.272468
2019-01-01,90,Spain,19.753,1.155,November 2019,Basque Country Unite,22.814715
2019-01-01,20,Spain,8.498,10.655,November 2019,We can,90.54618999999998
2019-01-01,20,Spain,11.147,1.837,November 2019,United Left,20.477039
2019-01-01,20,Spain,9.54,1.692,November 2019,More Country - Equo,16.141679999999997
2019-01-01,30,Spain,9.423,28.253,November 2019,Spanish Socialist Workers’ Party,266.228019
2019-01-01,40,Spain,5.585,6.865,November 2019,Citizens - Party of the Citizens,38.341025
2019-01-01,60,Spain,4.481,20.993000000000002,November 2019,People's Party,94.06963300000001
2019-01-01,70,Spain,3.448,15.210999999999999,November 2019,Voice,52.44752799999999
2019-01-01,90,Spain,8.952999999999998,1.5759999999999998,November 2019,Basque Nationalist Party,14.109927999999995
2019-01-01,90,Spain,6.7829999999999995,3.6630000000000003,November 2019,Catalan Republican Left,24.846129
2019-01-01,90,Spain,5.364,0.517,November 2019,Canarian Coalition–New Canaries,2.773188
2019-01-01,90,Spain,8.318,0.501,November 2019,Galician Nationalist Bloc,4.167318
2019-01-01,90,Spain,3.77,2.206,November 2019,Together for Catalonia,8.31662
2019-01-01,90,Spain,9.275,0.73,November 2019,More Commitment,6.7707500000000005
2019-01-01,90,Spain,6.25,1.0270000000000001,November 2019,Popular Unity Candidacy,6.418750000000001
2019-01-01,90,Spain,0.0,0.08199999999999999,November 2019,Teruel exists,0.0
1974-01-01,20,Greece,5.7379999999999995,5.92,November 1974,Communist Party of Greece,33.968959999999996
1974-01-01,30,Greece,13.628,13.575,November 1974,Panhellenic Socialist Movement,185.0001
1974-01-01,50,Greece,5.67,20.423,November 1974,Centre Union,115.79840999999999
1974-01-01,50,Greece,2.381,54.373000000000005,November 1974,New Democracy,129.462113
1977-01-01,20,Greece,6.098,9.362,November 1977,Communist Party of Greece,57.089476
1977-01-01,30,Greece,4.771,25.343000000000004,November 1977,Panhellenic Socialist Movement,120.91145300000001
1977-01-01,50,Greece,4.0,11.946,November 1977,Union of the Democratic Centre,47.784
1977-01-01,50,Greece,0.0,41.841,November 1977,New Democracy,0.0
1977-01-01,60,Greece,1.754,6.8229999999999995,November 1977,National Alignment,11.967542
1981-01-01,20,Greece,2.439,10.937999999999999,October 1981,Communist Party of Greece,26.677781999999997
1981-01-01,30,Greece,6.8870000000000005,48.074,October 1981,Panhellenic Socialist Movement,331.085638
1981-01-01,50,Greece,3.2260000000000004,35.875,October 1981,New Democracy,115.73275000000001
1985-01-01,20,Greece,5.47,9.89,June 1985,Communist Party of Greece,54.0983
1985-01-01,30,Greece,4.285,45.824,June 1985,Panhellenic Socialist Movement,196.35584
1985-01-01,50,Greece,1.4669999999999999,40.843,June 1985,New Democracy,59.916681
1989-01-01,20,Greece,2.825,13.126,June 1989,Progressive Left Coalition,37.08095
1989-01-01,30,Greece,3.115,39.126,June 1989,Panhellenic Socialist Movement,121.87749
1989-01-01,50,Greece,0.0,44.278,June 1989,New Democracy,0.0
1989-01-01,20,Greece,3.1519999999999997,10.968,November 1989,Progressive Left Coalition,34.571135999999996
1989-01-01,30,Greece,3.597,40.676,November 1989,Panhellenic Socialist Movement,146.311572
1989-01-01,50,Greece,1.07,46.188,November 1989,New Democracy,49.42116000000001
1990-01-01,20,Greece,6.392,10.28,April 1990,Progressive Left Coalition,65.70976
1990-01-01,30,Greece,4.109,38.613,April 1990,Panhellenic Socialist Movement,158.660817
1990-01-01,50,Greece,2.1390000000000002,46.888999999999996,April 1990,New Democracy,100.295571
1993-01-01,20,Greece,10.3,4.54,October 1993,Communist Party of Greece,46.762
1993-01-01,30,Greece,3.529,46.883,October 1993,Panhellenic Socialist Movement,165.450107
1993-01-01,50,Greece,2.2119999999999997,39.295,October 1993,New Democracy,86.92053999999999
1993-01-01,50,Greece,0.7390000000000001,4.874,October 1993,Political Spring,3.6018860000000004
1996-01-01,20,Greece,4.796,5.61,September 1996,Communist Party of Greece,26.90556
1996-01-01,20,Greece,6.667000000000001,5.119,September 1996,Progressive Left Coalition,34.128373
1996-01-01,30,Greece,3.912,41.495,September 1996,Panhellenic Socialist Movement,162.32844
1996-01-01,30,Greece,8.131,4.437,September 1996,Democratic Social Movement,36.077247
1996-01-01,50,Greece,0.45,38.124,September 1996,New Democracy,17.155800000000003
1996-01-01,50,Greece,2.915,2.944,September 1996,Political Spring,8.58176
2000-01-01,20,Greece,8.14,5.53,April 2000,Communist Party of Greece,45.0142
2000-01-01,20,Greece,9.259,3.2,April 2000,Progressive Left Coalition,29.628800000000002
2000-01-01,30,Greece,1.847,43.79,April 2000,Panhellenic Socialist Movement,80.88013
2000-01-01,50,Greece,2.033,42.73,April 2000,New Democracy,86.87008999999999
2004-01-01,20,Greece,6.875,3.262,March 2004,Coalition of the Radical Left,22.42625
2004-01-01,20,Greece,1.724,5.896,March 2004,Communist Party of Greece,10.164704
2004-01-01,30,Greece,1.6019999999999999,40.548,March 2004,Panhellenic Socialist Movement,64.95789599999999
2004-01-01,50,Greece,0.659,45.361999999999995,March 2004,New Democracy,29.893558
2007-01-01,20,Greece,3.571,5.045,September 2007,Coalition of the Radical Left,18.015695
2007-01-01,20,Greece,3.053,8.154,September 2007,Communist Party of Greece,24.894161999999998
2007-01-01,30,Greece,3.8510000000000004,38.097,September 2007,Panhellenic Socialist Movement,146.71154700000002
2007-01-01,50,Greece,5.609,41.835,September 2007,New Democracy,234.652515
2007-01-01,70,Greece,4.338,3.795,September 2007,Popular Orthodox Rally,16.46271
2009-01-01,20,Greece,7.143,4.602,October 2009,Coalition of the Radical Left,32.872086
2009-01-01,20,Greece,0.0,7.541,October 2009,Communist Party of Greece,0.0
2009-01-01,30,Greece,4.022,43.923,October 2009,Panhellenic Socialist Movement,176.658306
2009-01-01,50,Greece,3.221,33.477,October 2009,New Democracy,107.82941699999999
2012-01-01,20,Greece,3.7039999999999997,16.781,May 2012,Coalition of the Radical Left,62.15682399999999
2012-01-01,20,Greece,2.218,8.477,May 2012,Communist Party of Greece,18.801986
2012-01-01,20,Greece,2.785,6.106,May 2012,Democratic Left,17.00521
2012-01-01,30,Greece,2.9410000000000003,13.18,May 2012,Panhellenic Socialist Movement,38.76238
2012-01-01,50,Greece,13.636,18.849,May 2012,New Democracy,257.024964
2012-01-01,70,Greece,2.964,2.9010000000000002,May 2012,Popular Orthodox Rally,8.598564000000001
2012-01-01,70,Greece,3.763,6.972,May 2012,Golden Dawn,26.235636
2012-01-01,70,Greece,4.516,10.605,May 2012,Independent Greeks,47.89218
2012-01-01,20,Greece,0.613,4.503,June 2012,Communist Party of Greece,2.760339
2012-01-01,20,Greece,1.952,26.886999999999997,June 2012,Coalition of the Radical Left - Unionist Social Front,52.48342399999999
2012-01-01,20,Greece,2.785,6.256,June 2012,Democratic Left,17.42296
2012-01-01,30,Greece,0.0,12.279000000000002,June 2012,Panhellenic Socialist Movement,0.0
2012-01-01,50,Greece,13.636,29.658,June 2012,New Democracy,404.416488
2012-01-01,70,Greece,3.763,6.92,June 2012,Golden Dawn,26.03996
2012-01-01,70,Greece,4.516,7.513,June 2012,Independent Greeks,33.928708
2015-01-01,20,Greece,3.2260000000000004,5.341,January 2015,Communist Party of Greece,17.230066000000004
2015-01-01,20,Greece,0.662,36.34,January 2015,Coalition of the Radical Left,24.057080000000003
2015-01-01,30,Greece,3.425,4.573,January 2015,Panhellenic Socialist Movement,15.662525
2015-01-01,30,Greece,0.932,5.906000000000001,January 2015,The River,5.504392000000001
2015-01-01,50,Greece,0.617,27.15,January 2015,New Democracy,16.751549999999998
2015-01-01,70,Greece,0.0,6.136,January 2015,Golden Dawn,0.0
2015-01-01,70,Greece,7.692,4.635,January 2015,Independent Greeks,35.65242
2015-01-01,20,Greece,0.0,5.417999999999999,September 2015,Communist Party of Greece,0.0
2015-01-01,20,Greece,1.7690000000000001,35.46,September 2015,Coalition of the Radical Left,62.72874000000001
2015-01-01,20,Greece,0.0,2.86,September 2015,Popular Unity,0.0
2015-01-01,30,Greece,0.484,5.54,September 2015,Panhellenic Socialist Movement,2.6813599999999997
2015-01-01,40,Greece,1.061,3.352,September 2015,Union of Centrists,3.556472
2015-01-01,50,Greece,0.0,27.414,September 2015,New Democracy,0.0
1975-01-01,20,Portugal,4.959000000000001,0.84,April 1975,Popular Democratic Union,4.165560000000001
1975-01-01,20,Portugal,0.0,13.46,April 1975,Portuguese Communist Party,0.0
1975-01-01,30,Portugal,1.515,4.43,April 1975,Popular Democratic Movement,6.711449999999999
1975-01-01,30,Portugal,0.0,40.69,April 1975,Socialist Party,0.0
1975-01-01,60,Portugal,18.868,28.35,April 1975,Popular Democratic Party,534.9078
1975-01-01,50,Portugal,0.98,8.22,April 1975,Social Democratic Center Party,8.0556
1976-01-01,20,Portugal,1.176,1.7790000000000001,April 1976,Popular Democratic Union,2.092104
1976-01-01,20,Portugal,1.639,15.297,April 1976,Portuguese Communist Party,25.071783
1976-01-01,30,Portugal,1.896,36.741,April 1976,Socialist Party,69.66093599999999
1976-01-01,60,Portugal,7.143,25.24,April 1976,Popular Democratic Party,180.28931999999998
1976-01-01,50,Portugal,0.521,16.69,April 1976,Social Democratic Center Party,8.695490000000001
1976-01-01,70,Portugal,4.444,0.5479999999999999,April 1976,Popular Monarchist Party,2.4353119999999997
1979-01-01,20,Portugal,2.759,2.225,December 1979,Popular Democratic Union,6.138775
1979-01-01,20,Portugal,3.279,18.27,December 1979,Portuguese Communist Party,59.907329999999995
1979-01-01,30,Portugal,3.279,1.25,December 1979,Popular Democratic Movement,4.09875
1979-01-01,30,Portugal,1.651,28.236,December 1979,Socialist Party,46.617636000000005
1979-01-01,60,Portugal,2.029,27.51,December 1979,Social Democratic Party,55.81779
1979-01-01,50,Portugal,2.029,15.21,December 1979,Social Democratic Center Party,30.86109
1979-01-01,70,Portugal,2.029,1.81,December 1979,Popular Monarchist Party,3.67249
1980-01-01,20,Portugal,6.859,1.4180000000000001,October 1980,Popular Democratic Union,9.726062
1980-01-01,20,Portugal,0.0,16.48,October 1980,Portuguese Communist Party,0.0
1980-01-01,30,Portugal,0.0,0.85,October 1980,Popular Democratic Movement,0.0
1980-01-01,30,Portugal,1.183,25.6,October 1980,Socialist Party,30.284800000000004
1980-01-01,60,Portugal,10.19,29.53,October 1980,Social Democratic Party,300.9107
1980-01-01,30,Portugal,1.183,1.55,October 1980,Association of Independent Social Democrats,1.8336500000000002
1980-01-01,30,Portugal,1.183,1.55,October 1980,Leftwing Union for the Socialist Democracy,1.8336500000000002
1980-01-01,50,Portugal,10.19,16.57,October 1980,Social Democratic Center Party,168.8483
1980-01-01,70,Portugal,10.19,2.16,October 1980,Popular Monarchist Party,22.0104
1983-01-01,10,Portugal,6.25,0.42,April 1983,Ecologist Party ‘The Greens',2.625
1983-01-01,20,Portugal,0.0,0.49700000000000005,April 1983,Popular Democratic Union,0.0
1983-01-01,20,Portugal,0.469,16.99,April 1983,Portuguese Communist Party,7.968309999999999
1983-01-01,30,Portugal,1.22,1.27,April 1983,Popular Democratic Movement,1.5493999999999999
1983-01-01,30,Portugal,0.8,37.338,April 1983,Socialist Party,29.870400000000004
1983-01-01,60,Portugal,0.883,27.769000000000002,April 1983,Social Democratic Party,24.520027000000002
1983-01-01,50,Portugal,0.0,12.718,April 1983,Social Democratic Center Party,0.0
1983-01-01,70,Portugal,0.0,0.502,April 1983,Popular Monarchist Party,0.0
1985-01-01,10,Portugal,3.125,0.42,October 1985,Ecologist Party ‘The Greens',1.3125
1985-01-01,20,Portugal,2.9589999999999996,1.304,October 1985,Popular Democratic Union,3.8585359999999995
1985-01-01,20,Portugal,1.626,14.29,October 1985,Portuguese Communist Party,23.235539999999997
1985-01-01,30,Portugal,2.9410000000000003,1.26,October 1985,Popular Democratic Movement,3.7056600000000004
1985-01-01,30,Portugal,1.37,21.375,October 1985,Socialist Party,29.28375
1985-01-01,30,Portugal,7.143,18.526,October 1985,Democratic Renewal Party,132.331218
1985-01-01,60,Portugal,2.174,30.586,October 1985,Social Democratic Party,66.49396399999999
1985-01-01,50,Portugal,1.25,10.002,October 1985,Social Democratic Center Party,12.502500000000001
1987-01-01,10,Portugal,0.0,0.402,July 1987,Ecologist Party ‘The Greens',0.0
1987-01-01,20,Portugal,7.5470000000000015,0.924,July 1987,Popular Democratic Union,6.973428000000002
1987-01-01,20,Portugal,3.205,11.254000000000001,July 1987,Portuguese Communist Party,36.06907
1987-01-01,30,Portugal,6.061,22.81,July 1987,Socialist Party,138.25141
1987-01-01,30,Portugal,7.143,5.046,July 1987,Democratic Renewal Party,36.043578000000004
1987-01-01,60,Portugal,5.8820000000000014,51.287,July 1987,Social Democratic Party,301.6701340000001
1987-01-01,30,Portugal,5.207999999999999,0.804,July 1987,Democratic Intervention,4.187232
1987-01-01,50,Portugal,6.061,4.439,July 1987,Social Democratic Center Party,26.904779
1991-01-01,20,Portugal,8.957000000000003,,October 1991,Portuguese Communist Party,
1991-01-01,20,Portugal,8.957000000000003,8.961,October 1991,Unified Democratic Coalition,80.26367700000003
1991-01-01,30,Portugal,6.754,29.58,October 1991,Socialist Party,199.78331999999997
1991-01-01,60,Portugal,5.085,50.993,October 1991,Social Democratic Party,259.29940500000004
1991-01-01,50,Portugal,6.645,4.433,October 1991,Social Democratic Center Party,29.457284999999995
1991-01-01,95,Portugal,4.42,1.706,October 1991,National Solidarity Party,7.54052
1995-01-01,20,Portugal,7.904,,October 1995,Portuguese Communist Party,
1995-01-01,20,Portugal,7.904,8.739,October 1995,Unified Democratic Coalition,69.07305600000001
1995-01-01,30,Portugal,5.148,44.611000000000004,October 1995,Socialist Party,229.657428
1995-01-01,60,Portugal,3.0869999999999997,34.784,October 1995,Social Democratic Party,107.37820799999999
1995-01-01,50,Portugal,5.337000000000001,9.228,October 1995,Social Democratic Center-Popular Party,49.249836
1999-01-01,20,Portugal,15.365,2.481,October 1999,Left Bloc,38.120565
1999-01-01,20,Portugal,7.395,,October 1999,Portuguese Communist Party,
1999-01-01,20,Portugal,7.4060000000000015,9.103,October 1999,Unified Democratic Coalition,67.416818
1999-01-01,30,Portugal,5.34,44.41,October 1999,Socialist Party,237.14939999999999
1999-01-01,60,Portugal,5.195,32.626999999999995,October 1999,Social Democratic Party,169.497265
1999-01-01,50,Portugal,6.359,8.455,October 1999,Social Democratic Center-Popular Party,53.765345
2002-01-01,10,Portugal,10.078,1.167,March 2002,Ecologist Party ‘The Greens',11.761026
2002-01-01,20,Portugal,8.82,2.795,March 2002,Left Bloc,24.6519
2002-01-01,20,Portugal,7.021,5.832999999999999,March 2002,Portuguese Communist Party,40.953492999999995
2002-01-01,20,Portugal,6.496,,March 2002,Unified Democratic Coalition,
2002-01-01,30,Portugal,5.167999999999999,38.551,March 2002,Socialist Party,199.23156799999998
2002-01-01,60,Portugal,4.189,41.013999999999996,March 2002,Social Democratic Party,171.80764599999998
2002-01-01,50,Portugal,2.055,8.896000000000003,March 2002,Social Democratic Center-Popular Party,18.281280000000006
2005-01-01,10,Portugal,5.96,1.0859999999999999,February 2005,Ecologist Party ‘The Greens',6.472559999999999
2005-01-01,20,Portugal,12.602,6.542000000000001,February 2005,Left Bloc,82.44228400000001
2005-01-01,20,Portugal,5.899,6.513999999999999,February 2005,Portuguese Communist Party,38.426086
2005-01-01,20,Portugal,5.899,,February 2005,Unified Democratic Coalition,
2005-01-01,30,Portugal,5.545,46.396,February 2005,Socialist Party,257.26582
2005-01-01,60,Portugal,3.661,29.638,February 2005,Social Democratic Party,108.50471800000001
2005-01-01,50,Portugal,3.503,7.4639999999999995,February 2005,Social Democratic Center-Popular Party,26.146392
2009-01-01,10,Portugal,8.33,1.089,September 2009,Ecologist Party ‘The Greens',9.07137
2009-01-01,20,Portugal,6.44,10.134,September 2009,Left Bloc,65.26296
