index,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted,parfamName
1995-01-01,20,Portugal,7.904,,1995-10-01,Portuguese Communist Party,,LEF
1996-01-01,20,Portugal,7.904,,1995-10-01,Portuguese Communist Party,,LEF
1997-01-01,20,Portugal,7.904,,1995-10-01,Portuguese Communist Party,,LEF
1998-01-01,20,Portugal,7.904,,1995-10-01,Portuguese Communist Party,,LEF
1999-01-01,20,Portugal,15.365,2.481,1999-10-01,Left Bloc,38.120565,LEF
2000-01-01,20,Portugal,15.365,2.481,1999-10-01,Left Bloc,38.120565,LEF
2001-01-01,20,Portugal,15.365,2.481,1999-10-01,Left Bloc,38.120565,LEF
2002-01-01,20,Portugal,8.82,2.795,2002-03-01,Left Bloc,24.6519,LEF
2003-01-01,20,Portugal,8.82,2.795,2002-03-01,Left Bloc,24.6519,LEF
2004-01-01,20,Portugal,8.82,2.795,2002-03-01,Left Bloc,24.6519,LEF
2005-01-01,20,Portugal,12.602,6.5420000000000025,2005-02-01,Left Bloc,82.44228400000001,LEF
2006-01-01,20,Portugal,12.602,6.5420000000000025,2005-02-01,Left Bloc,82.44228400000001,LEF
2007-01-01,20,Portugal,12.602,6.5420000000000025,2005-02-01,Left Bloc,82.44228400000001,LEF
2008-01-01,20,Portugal,12.602,6.5420000000000025,2005-02-01,Left Bloc,82.44228400000001,LEF
2009-01-01,20,Portugal,6.44,10.134,2009-09-01,Left Bloc,65.26295999999999,LEF
2010-01-01,20,Portugal,6.44,10.134,2009-09-01,Left Bloc,65.26295999999999,LEF
2011-01-01,20,Portugal,5.551,5.393,2011-06-01,Left Bloc,29.936543,LEF
2012-01-01,20,Portugal,5.551,5.393,2011-06-01,Left Bloc,29.936543,LEF
2013-01-01,20,Portugal,5.551,5.393,2011-06-01,Left Bloc,29.936543,LEF
2014-01-01,20,Portugal,5.551,5.393,2011-06-01,Left Bloc,29.936543,LEF
2015-01-01,20,Portugal,6.987,10.581,2015-10-01,Left Bloc,73.929447,LEF
2016-01-01,20,Portugal,6.987,10.581,2015-10-01,Left Bloc,73.929447,LEF
2017-01-01,20,Portugal,6.987,10.581,2015-10-01,Left Bloc,73.929447,LEF
2018-01-01,20,Portugal,6.987,10.581,2015-10-01,Left Bloc,73.929447,LEF
2019-01-01,20,Portugal,14.055,10.009,2019-10-01,Left Bloc,140.676495,LEF
2020-01-01,20,Portugal,14.055,10.009,2019-10-01,Left Bloc,140.676495,LEF
1975-01-01,20,Portugal,0.0,13.46,1975-04-01,Portuguese Communist Party,0.0,LEF
1976-01-01,20,Portugal,1.639,15.297,1976-04-01,Portuguese Communist Party,25.071783,LEF
1979-01-01,20,Portugal,3.279,18.27,1979-12-01,Portuguese Communist Party,59.90733,LEF
1980-01-01,20,Portugal,0.0,16.48,1980-10-01,Portuguese Communist Party,0.0,LEF
1983-01-01,20,Portugal,0.469,16.99,1983-04-01,Portuguese Communist Party,7.968309999999999,LEF
1985-01-01,20,Portugal,1.626,14.29,1985-10-01,Portuguese Communist Party,23.23554,LEF
1987-01-01,20,Portugal,3.205,11.254000000000001,1987-07-01,Portuguese Communist Party,36.06907,LEF
1991-01-01,20,Portugal,8.957000000000003,8.961,1991-10-01,Unified Democratic Coalition,80.26367700000003,LEF
1995-01-01,20,Portugal,7.904,8.738999999999999,1995-10-01,Unified Democratic Coalition,69.07305600000001,LEF
1999-01-01,20,Portugal,7.395,,1999-10-01,Portuguese Communist Party,,LEF
1999-01-01,20,Portugal,7.4060000000000015,9.103,1999-10-01,Unified Democratic Coalition,67.416818,LEF
2002-01-01,20,Portugal,7.021,5.8329999999999975,2002-03-01,Portuguese Communist Party,40.953493,LEF
2002-01-01,20,Portugal,6.496,,2002-03-01,Unified Democratic Coalition,,LEF
2005-01-01,20,Portugal,5.899,6.513999999999999,2005-02-01,Portuguese Communist Party,38.426086,LEF
2005-01-01,20,Portugal,5.899,,2005-02-01,Unified Democratic Coalition,,LEF
2009-01-01,20,Portugal,7.19,7.081,2009-09-01,Portuguese Communist Party,50.91239000000001,LEF
2011-01-01,20,Portugal,9.0,7.201000000000001,2011-06-01,Portuguese Communist Party,64.80900000000001,LEF
2015-01-01,20,Portugal,5.188,7.558,2015-10-01,Portuguese Communist Party,39.210904,LEF
2019-01-01,20,Portugal,7.1770000000000005,5.2829999999999995,2019-10-01,Portuguese Communist Party,37.916091,LEF
1975-01-01,30,Portugal,1.515,4.43,1975-04-01,Popular Democratic Movement,6.711449999999999,SOC
1976-01-01,30,Portugal,1.896,36.741,1976-04-01,Socialist Party,69.66093599999999,SOC
1977-01-01,30,Portugal,1.896,36.741,1976-04-01,Socialist Party,69.66093599999999,SOC
1978-01-01,30,Portugal,1.896,36.741,1976-04-01,Socialist Party,69.66093599999999,SOC
1979-01-01,30,Portugal,3.279,1.25,1979-12-01,Popular Democratic Movement,4.09875,SOC
1980-01-01,30,Portugal,0.0,0.85,1980-10-01,Popular Democratic Movement,0.0,SOC
1981-01-01,30,Portugal,0.0,0.85,1980-10-01,Popular Democratic Movement,0.0,SOC
1982-01-01,30,Portugal,0.0,0.85,1980-10-01,Popular Democratic Movement,0.0,SOC
1983-01-01,30,Portugal,1.22,1.27,1983-04-01,Popular Democratic Movement,1.5494,SOC
1984-01-01,30,Portugal,1.22,1.27,1983-04-01,Popular Democratic Movement,1.5494,SOC
1985-01-01,30,Portugal,2.9410000000000003,1.26,1985-10-01,Popular Democratic Movement,3.70566,SOC
1986-01-01,30,Portugal,2.9410000000000003,1.26,1985-10-01,Popular Democratic Movement,3.70566,SOC
1987-01-01,30,Portugal,6.061,22.81,1987-07-01,Socialist Party,138.25141000000002,SOC
1988-01-01,30,Portugal,6.061,22.81,1987-07-01,Socialist Party,138.25141000000002,SOC
1989-01-01,30,Portugal,6.061,22.81,1987-07-01,Socialist Party,138.25141000000002,SOC
1990-01-01,30,Portugal,6.061,22.81,1987-07-01,Socialist Party,138.25141000000002,SOC
1991-01-01,30,Portugal,6.754,29.58,1991-10-01,Socialist Party,199.78332,SOC
1992-01-01,30,Portugal,6.754,29.58,1991-10-01,Socialist Party,199.78332,SOC
1993-01-01,30,Portugal,6.754,29.58,1991-10-01,Socialist Party,199.78332,SOC
1994-01-01,30,Portugal,6.754,29.58,1991-10-01,Socialist Party,199.78332,SOC
1995-01-01,30,Portugal,5.148,44.611000000000004,1995-10-01,Socialist Party,229.657428,SOC
1996-01-01,30,Portugal,5.148,44.611000000000004,1995-10-01,Socialist Party,229.657428,SOC
1997-01-01,30,Portugal,5.148,44.611000000000004,1995-10-01,Socialist Party,229.657428,SOC
1998-01-01,30,Portugal,5.148,44.611000000000004,1995-10-01,Socialist Party,229.657428,SOC
1999-01-01,30,Portugal,5.34,44.41,1999-10-01,Socialist Party,237.1494,SOC
2000-01-01,30,Portugal,5.34,44.41,1999-10-01,Socialist Party,237.1494,SOC
2001-01-01,30,Portugal,5.34,44.41,1999-10-01,Socialist Party,237.1494,SOC
2002-01-01,30,Portugal,5.167999999999998,38.551,2002-03-01,Socialist Party,199.23156799999998,SOC
2003-01-01,30,Portugal,5.167999999999998,38.551,2002-03-01,Socialist Party,199.23156799999998,SOC
2004-01-01,30,Portugal,5.167999999999998,38.551,2002-03-01,Socialist Party,199.23156799999998,SOC
2005-01-01,30,Portugal,5.545,46.396,2005-02-01,Socialist Party,257.26582,SOC
2006-01-01,30,Portugal,5.545,46.396,2005-02-01,Socialist Party,257.26582,SOC
2007-01-01,30,Portugal,5.545,46.396,2005-02-01,Socialist Party,257.26582,SOC
2008-01-01,30,Portugal,5.545,46.396,2005-02-01,Socialist Party,257.26582,SOC
2009-01-01,30,Portugal,7.751,37.73,2009-09-01,Socialist Party,292.44523,SOC
2010-01-01,30,Portugal,7.751,37.73,2009-09-01,Socialist Party,292.44523,SOC
2011-01-01,30,Portugal,4.9460000000000015,29.239,2011-06-01,Socialist Party,144.61609400000003,SOC
2012-01-01,30,Portugal,4.9460000000000015,29.239,2011-06-01,Socialist Party,144.61609400000003,SOC
2013-01-01,30,Portugal,4.9460000000000015,29.239,2011-06-01,Socialist Party,144.61609400000003,SOC
2014-01-01,30,Portugal,4.9460000000000015,29.239,2011-06-01,Socialist Party,144.61609400000003,SOC
2015-01-01,30,Portugal,7.635,33.568000000000005,2015-10-01,Socialist Party,256.29168000000004,SOC
2016-01-01,30,Portugal,7.635,33.568000000000005,2015-10-01,Socialist Party,256.29168000000004,SOC
2017-01-01,30,Portugal,7.635,33.568000000000005,2015-10-01,Socialist Party,256.29168000000004,SOC
2018-01-01,30,Portugal,7.635,33.568000000000005,2015-10-01,Socialist Party,256.29168000000004,SOC
2019-01-01,30,Portugal,7.725000000000001,38.195,2019-10-01,Socialist Party,295.05637500000006,SOC
2020-01-01,30,Portugal,7.725000000000001,38.195,2019-10-01,Socialist Party,295.05637500000006,SOC
1975-01-01,30,Portugal,0.0,40.69,1975-04-01,Socialist Party,0.0,SOC
1979-01-01,30,Portugal,1.651,28.236,1979-12-01,Socialist Party,46.61763600000001,SOC
1980-01-01,30,Portugal,1.183,25.6,1980-10-01,Socialist Party,30.284800000000004,SOC
1980-01-01,30,Portugal,1.183,1.55,1980-10-01,Association of Independent Social Democrats,1.83365,SOC
1980-01-01,30,Portugal,1.183,1.55,1980-10-01,Leftwing Union for the Socialist Democracy,1.83365,SOC
1983-01-01,30,Portugal,0.8,37.338,1983-04-01,Socialist Party,29.870400000000004,SOC
1985-01-01,30,Portugal,1.37,21.375,1985-10-01,Socialist Party,29.28375,SOC
1985-01-01,30,Portugal,7.143,18.526,1985-10-01,Democratic Renewal Party,132.331218,SOC
1987-01-01,30,Portugal,7.143,5.046,1987-07-01,Democratic Renewal Party,36.043578000000004,SOC
1987-01-01,30,Portugal,5.207999999999998,0.804,1987-07-01,Democratic Intervention,4.187232,SOC
2019-01-01,40,Portugal,1.515,1.355,2019-10-01,Liberal Iniciative,2.052825,LIB
2020-01-01,40,Portugal,1.515,1.355,2019-10-01,Liberal Iniciative,2.052825,LIB
1975-01-01,50,Portugal,0.98,8.22,1975-04-01,Social Democratic Center Party,8.0556,CHR
1976-01-01,50,Portugal,0.521,16.69,1976-04-01,Social Democratic Center Party,8.695490000000001,CHR
1977-01-01,50,Portugal,0.521,16.69,1976-04-01,Social Democratic Center Party,8.695490000000001,CHR
1978-01-01,50,Portugal,0.521,16.69,1976-04-01,Social Democratic Center Party,8.695490000000001,CHR
1979-01-01,50,Portugal,2.029,15.21,1979-12-01,Social Democratic Center Party,30.86109,CHR
1980-01-01,50,Portugal,10.19,16.57,1980-10-01,Social Democratic Center Party,168.8483,CHR
1981-01-01,50,Portugal,10.19,16.57,1980-10-01,Social Democratic Center Party,168.8483,CHR
1982-01-01,50,Portugal,10.19,16.57,1980-10-01,Social Democratic Center Party,168.8483,CHR
1983-01-01,50,Portugal,0.0,12.718,1983-04-01,Social Democratic Center Party,0.0,CHR
1984-01-01,50,Portugal,0.0,12.718,1983-04-01,Social Democratic Center Party,0.0,CHR
1985-01-01,50,Portugal,1.25,10.002,1985-10-01,Social Democratic Center Party,12.5025,CHR
1986-01-01,50,Portugal,1.25,10.002,1985-10-01,Social Democratic Center Party,12.5025,CHR
1987-01-01,50,Portugal,6.061,4.439,1987-07-01,Social Democratic Center Party,26.904779,CHR
1988-01-01,50,Portugal,6.061,4.439,1987-07-01,Social Democratic Center Party,26.904779,CHR
1989-01-01,50,Portugal,6.061,4.439,1987-07-01,Social Democratic Center Party,26.904779,CHR
1990-01-01,50,Portugal,6.061,4.439,1987-07-01,Social Democratic Center Party,26.904779,CHR
1991-01-01,50,Portugal,6.645,4.433,1991-10-01,Social Democratic Center Party,29.457284999999995,CHR
1992-01-01,50,Portugal,6.645,4.433,1991-10-01,Social Democratic Center Party,29.457284999999995,CHR
1993-01-01,50,Portugal,6.645,4.433,1991-10-01,Social Democratic Center Party,29.457284999999995,CHR
1994-01-01,50,Portugal,6.645,4.433,1991-10-01,Social Democratic Center Party,29.457284999999995,CHR
1995-01-01,50,Portugal,5.3370000000000015,9.228,1995-10-01,Social Democratic Center-Popular Party,49.249836,CHR
1996-01-01,50,Portugal,5.3370000000000015,9.228,1995-10-01,Social Democratic Center-Popular Party,49.249836,CHR
1997-01-01,50,Portugal,5.3370000000000015,9.228,1995-10-01,Social Democratic Center-Popular Party,49.249836,CHR
1998-01-01,50,Portugal,5.3370000000000015,9.228,1995-10-01,Social Democratic Center-Popular Party,49.249836,CHR
1999-01-01,50,Portugal,6.359,8.455,1999-10-01,Social Democratic Center-Popular Party,53.765345,CHR
2000-01-01,50,Portugal,6.359,8.455,1999-10-01,Social Democratic Center-Popular Party,53.765345,CHR
2001-01-01,50,Portugal,6.359,8.455,1999-10-01,Social Democratic Center-Popular Party,53.765345,CHR
2002-01-01,50,Portugal,2.055,8.896000000000003,2002-03-01,Social Democratic Center-Popular Party,18.281280000000006,CHR
2003-01-01,50,Portugal,2.055,8.896000000000003,2002-03-01,Social Democratic Center-Popular Party,18.281280000000006,CHR
2004-01-01,50,Portugal,2.055,8.896000000000003,2002-03-01,Social Democratic Center-Popular Party,18.281280000000006,CHR
2005-01-01,50,Portugal,3.503,7.463999999999999,2005-02-01,Social Democratic Center-Popular Party,26.146392,CHR
2006-01-01,50,Portugal,3.503,7.463999999999999,2005-02-01,Social Democratic Center-Popular Party,26.146392,CHR
2007-01-01,50,Portugal,3.503,7.463999999999999,2005-02-01,Social Democratic Center-Popular Party,26.146392,CHR
2008-01-01,50,Portugal,3.503,7.463999999999999,2005-02-01,Social Democratic Center-Popular Party,26.146392,CHR
2009-01-01,50,Portugal,3.1,10.4,2009-09-01,Social Democratic Center-Popular Party,32.24,CHR
2010-01-01,50,Portugal,3.1,10.4,2009-09-01,Social Democratic Center-Popular Party,32.24,CHR
2011-01-01,50,Portugal,5.257999999999999,12.21,2011-06-01,Social Democratic Center-Popular Party,64.20017999999999,CHR
2012-01-01,50,Portugal,5.257999999999999,12.21,2011-06-01,Social Democratic Center-Popular Party,64.20017999999999,CHR
2013-01-01,50,Portugal,5.257999999999999,12.21,2011-06-01,Social Democratic Center-Popular Party,64.20017999999999,CHR
2014-01-01,50,Portugal,5.257999999999999,12.21,2011-06-01,Social Democratic Center-Popular Party,64.20017999999999,CHR
2015-01-01,50,Portugal,5.257999999999999,12.21,2011-06-01,Social Democratic Center-Popular Party,64.20017999999999,CHR
2016-01-01,50,Portugal,5.257999999999999,12.21,2011-06-01,Social Democratic Center-Popular Party,64.20017999999999,CHR
2017-01-01,50,Portugal,5.257999999999999,12.21,2011-06-01,Social Democratic Center-Popular Party,64.20017999999999,CHR
2018-01-01,50,Portugal,5.257999999999999,12.21,2011-06-01,Social Democratic Center-Popular Party,64.20017999999999,CHR
2019-01-01,50,Portugal,2.764,4.439,2019-10-01,Social Democratic Center-Popular Party,12.269396,CHR
2020-01-01,50,Portugal,2.764,4.439,2019-10-01,Social Democratic Center-Popular Party,12.269396,CHR
1975-01-01,60,Portugal,18.868,28.35,1975-04-01,Popular Democratic Party,534.9078,CON
1976-01-01,60,Portugal,7.143,25.24,1976-04-01,Popular Democratic Party,180.28932,CON
1977-01-01,60,Portugal,7.143,25.24,1976-04-01,Popular Democratic Party,180.28932,CON
1978-01-01,60,Portugal,7.143,25.24,1976-04-01,Popular Democratic Party,180.28932,CON
1979-01-01,60,Portugal,2.029,27.51,1979-12-01,Social Democratic Party,55.81779,CON
1980-01-01,60,Portugal,10.19,29.53,1980-10-01,Social Democratic Party,300.9107,CON
1981-01-01,60,Portugal,10.19,29.53,1980-10-01,Social Democratic Party,300.9107,CON
1982-01-01,60,Portugal,10.19,29.53,1980-10-01,Social Democratic Party,300.9107,CON
1983-01-01,60,Portugal,0.883,27.769000000000002,1983-04-01,Social Democratic Party,24.520027,CON
1984-01-01,60,Portugal,0.883,27.769000000000002,1983-04-01,Social Democratic Party,24.520027,CON
1985-01-01,60,Portugal,2.174,30.586,1985-10-01,Social Democratic Party,66.49396399999999,CON
1986-01-01,60,Portugal,2.174,30.586,1985-10-01,Social Democratic Party,66.49396399999999,CON
1987-01-01,60,Portugal,5.8820000000000014,51.287,1987-07-01,Social Democratic Party,301.67013400000013,CON
1988-01-01,60,Portugal,5.8820000000000014,51.287,1987-07-01,Social Democratic Party,301.67013400000013,CON
1989-01-01,60,Portugal,5.8820000000000014,51.287,1987-07-01,Social Democratic Party,301.67013400000013,CON
1990-01-01,60,Portugal,5.8820000000000014,51.287,1987-07-01,Social Democratic Party,301.67013400000013,CON
1991-01-01,60,Portugal,5.085,50.993,1991-10-01,Social Democratic Party,259.29940500000004,CON
1992-01-01,60,Portugal,5.085,50.993,1991-10-01,Social Democratic Party,259.29940500000004,CON
1993-01-01,60,Portugal,5.085,50.993,1991-10-01,Social Democratic Party,259.29940500000004,CON
1994-01-01,60,Portugal,5.085,50.993,1991-10-01,Social Democratic Party,259.29940500000004,CON
1995-01-01,60,Portugal,3.0869999999999997,34.784,1995-10-01,Social Democratic Party,107.378208,CON
1996-01-01,60,Portugal,3.0869999999999997,34.784,1995-10-01,Social Democratic Party,107.378208,CON
1997-01-01,60,Portugal,3.0869999999999997,34.784,1995-10-01,Social Democratic Party,107.378208,CON
1998-01-01,60,Portugal,3.0869999999999997,34.784,1995-10-01,Social Democratic Party,107.378208,CON
1999-01-01,60,Portugal,5.195,32.626999999999995,1999-10-01,Social Democratic Party,169.497265,CON
2000-01-01,60,Portugal,5.195,32.626999999999995,1999-10-01,Social Democratic Party,169.497265,CON
2001-01-01,60,Portugal,5.195,32.626999999999995,1999-10-01,Social Democratic Party,169.497265,CON
2002-01-01,60,Portugal,4.189,41.013999999999996,2002-03-01,Social Democratic Party,171.80764599999995,CON
2003-01-01,60,Portugal,4.189,41.013999999999996,2002-03-01,Social Democratic Party,171.80764599999995,CON
2004-01-01,60,Portugal,4.189,41.013999999999996,2002-03-01,Social Democratic Party,171.80764599999995,CON
2005-01-01,60,Portugal,3.661,29.638,2005-02-01,Social Democratic Party,108.504718,CON
2006-01-01,60,Portugal,3.661,29.638,2005-02-01,Social Democratic Party,108.504718,CON
2007-01-01,60,Portugal,3.661,29.638,2005-02-01,Social Democratic Party,108.504718,CON
2008-01-01,60,Portugal,3.661,29.638,2005-02-01,Social Democratic Party,108.504718,CON
2009-01-01,60,Portugal,4.74,30.05,2009-09-01,Social Democratic Party,142.437,CON
2010-01-01,60,Portugal,4.74,30.05,2009-09-01,Social Democratic Party,142.437,CON
2011-01-01,60,Portugal,3.193,40.306,2011-06-01,Social Democratic Party,128.697058,CON
2012-01-01,60,Portugal,3.193,40.306,2011-06-01,Social Democratic Party,128.697058,CON
2013-01-01,60,Portugal,3.193,40.306,2011-06-01,Social Democratic Party,128.697058,CON
2014-01-01,60,Portugal,3.193,40.306,2011-06-01,Social Democratic Party,128.697058,CON
2015-01-01,60,Portugal,4.945,40.034,2015-10-01,Portugal Ahead,197.96813,CON
2016-01-01,60,Portugal,4.945,40.034,2015-10-01,Portugal Ahead,197.96813,CON
2017-01-01,60,Portugal,4.945,40.034,2015-10-01,Portugal Ahead,197.96813,CON
2018-01-01,60,Portugal,4.945,40.034,2015-10-01,Portugal Ahead,197.96813,CON
2019-01-01,60,Portugal,8.374,29.18,2019-10-01,Social Democratic Party,244.35332000000002,CON
2020-01-01,60,Portugal,8.374,29.18,2019-10-01,Social Democratic Party,244.35332000000002,CON
1976-01-01,70,Portugal,4.444,0.5479999999999999,1976-04-01,Popular Monarchist Party,2.4353119999999997,NAT
1977-01-01,70,Portugal,4.444,0.5479999999999999,1976-04-01,Popular Monarchist Party,2.4353119999999997,NAT
1978-01-01,70,Portugal,4.444,0.5479999999999999,1976-04-01,Popular Monarchist Party,2.4353119999999997,NAT
1979-01-01,70,Portugal,2.029,1.81,1979-12-01,Popular Monarchist Party,3.67249,NAT
1980-01-01,70,Portugal,10.19,2.16,1980-10-01,Popular Monarchist Party,22.0104,NAT
1981-01-01,70,Portugal,10.19,2.16,1980-10-01,Popular Monarchist Party,22.0104,NAT
1982-01-01,70,Portugal,10.19,2.16,1980-10-01,Popular Monarchist Party,22.0104,NAT
1983-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1984-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1985-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1986-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1987-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1988-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1989-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1990-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1991-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1992-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1993-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1994-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1995-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1996-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1997-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1998-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
1999-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2000-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2001-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2002-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2003-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2004-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2005-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2006-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2007-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2008-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2009-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2010-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2011-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2012-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2013-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2014-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2015-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2016-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2017-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2018-01-01,70,Portugal,0.0,0.502,1983-04-01,Popular Monarchist Party,0.0,NAT
2019-01-01,70,Portugal,0.7909999999999999,1.358,2019-10-01,Enough,1.074178,NAT
2020-01-01,70,Portugal,0.7909999999999999,1.358,2019-10-01,Enough,1.074178,NAT
1991-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1992-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1993-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1994-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1995-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1996-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1997-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1998-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1999-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2000-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2001-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2002-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2003-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2004-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2005-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2006-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2007-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2008-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2009-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2010-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2011-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2012-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2013-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2014-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2015-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2016-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2017-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2018-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2019-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
2020-01-01,95,Portugal,4.42,1.706,1991-10-01,National Solidarity Party,7.54052,SIP
1977-01-01,20,Spain,4.651,9.27,1977-06-01,Communist Party of Spain,43.11476999999999,LEF
1978-01-01,20,Spain,4.651,9.27,1977-06-01,Communist Party of Spain,43.11476999999999,LEF
1979-01-01,20,Spain,1.8090000000000002,10.797,1979-03-01,Communist Party of Spain,19.531773,LEF
1980-01-01,20,Spain,1.8090000000000002,10.797,1979-03-01,Communist Party of Spain,19.531773,LEF
1981-01-01,20,Spain,1.8090000000000002,10.797,1979-03-01,Communist Party of Spain,19.531773,LEF
1982-01-01,20,Spain,1.931,4.1339999999999995,1982-10-01,Communist Party of Spain,7.982753999999999,LEF
1983-01-01,20,Spain,1.931,4.1339999999999995,1982-10-01,Communist Party of Spain,7.982753999999999,LEF
1984-01-01,20,Spain,1.931,4.1339999999999995,1982-10-01,Communist Party of Spain,7.982753999999999,LEF
1985-01-01,20,Spain,1.931,4.1339999999999995,1982-10-01,Communist Party of Spain,7.982753999999999,LEF
1986-01-01,20,Spain,2.59,3.827,1986-06-01,United Left,9.91193,LEF
1987-01-01,20,Spain,2.59,3.827,1986-06-01,United Left,9.91193,LEF
1988-01-01,20,Spain,2.59,3.827,1986-06-01,United Left,9.91193,LEF
